0,a
1,b
2,c
3,d
4,e
5,h
6,l
7,AF
8,BC
9,DE
10,HL
11,SP
12,(AF)
13,(BC)
14,(DE)
15,(HL)
16,(SP)
17,n
18,nn
19,(nn)
21,HALT
22,STOP
23,IO
24,0
25,1
26,2
27,3
28,4
29,5
30,6
31,7
32,f
33,38
34,30
35,28
36,20
37,18
38,fC
39,10
40,08
41,fZ
42,00
43,c
44,(c)
